location,bhk,total_sqft,bath,price
Alfa Garden Layout,2,1240,2,67.38
7th Phase JP Nagar,2,2200,2,46
Bommasandra Industrial Area,2,1020,2,56
Palace Guttahalli,2,3600,2,78
Raja Rajeshwari Nagar,2,1168,2,44
Electronic City Phase II,2,1205,2,79
Yeshwanthpur,3,1195,2,80
CV Raman Nagar,2,1028,2,68
Akshya Nagar,2,1175,2,44
Pai Layout,2,1550,2,70
Yeshwanthpur,2,1826,2,46
Hoodi,3,2400,3,101
Yelahanka,2,1603,2,56
Marathahalli,3,1350,2,96
KR Puram,2,714,2,75
Whitefield,3,1215,2,125
Malleshpalya,2,1405,2,46
KR Puram,2,1142,2,44
Akshaya Vana,4,4000,5,160
Whitefield,2,1870,2,46
Subramanyapura,2,1313,2,44
Hennur Gardens,3,1945,3,105
Thanisandra,2,1573,2,46
Sarjapur  Road,2,1255,2,46
Benson Town,3,1400,2,90
Kannamangala,2,1235,2,60
Sarjapur  Road,3,1380,3,130
Ramamurthy Nagar,2,1500,2,60
Vittasandra,2,1238,2,42
Chennammana Kere,2,1465,2,62
Thigalarapalya,2,1418,2,58
Victoria Layout,2,1650,2,42
 Anekal,2,351,2,43
Uttarahalli,2,1279,2,47
Kasavanhalli,2,1870,2,47
BCC Layout,3,1500,3,90
Hebbal,3,2526,2,85
Mathikere,2,1550,2,45
Rajaji Nagar,2,3436 - 3643,2,44
Uttarahalli,2,1845,2,46
Motappa Layout,3,1360,3,100
Friends Colony,3,1150,3,73
Whitefield,2,1260,2,46
Doddabidrakallu,2,1200,2,47
Dasanapura,4,965,4,154
Hoodi,3,1350,2,96
Bhoganhalli,3,1447,3,83.05
Arehalli,2,1229,2,65
Kudlu,3,1027,3,100
Gottigere,2,1153,2,46
Whitefield,1,2830 - 2882,1,38
Malleshpalya,2,1065,2,46
Tala Cauvery Layout,2,1030,2,46
Mallasandra,2,1340,2,46
Marathahalli,2,4000,2,43
Sri Balaji Krupa Layout,3,600,3,120
Begur Road,2,1410,2,47
Varthur,2,1055,2,47
Yelahanka,2,1304,2,46
Sadashiva Nagar,3,2720,3,85
Kammasandra,3,990,3,95
7th Phase JP Nagar,2,1035,2,46
Tumkur Road,2,596 - 804,2,46
Sonnenahalli,2,1120,2,46
Haralur Road,3,1300,3,110
Tumkur Road,2,1239,2,77
Sarjapur  Road,2,1403,2,78
Hosa Road,2,1365,2,67.48
8th block Koramangala,2,1165,2,69.84
Subramanyapura,2,1130,2,46
Green Glen Layout,2,1776.42,2,85
Vidyaranyapura,3,900,3,92
Haralur Road,2,1194,2,75
Bidadi,2,1107,2,82
Nagavara,2,2319,1,44
Nallurhalli,2,1520,2,46
Kannamangala,2,1536,2,46
Teachers Colony,2,3000,2,43
Belathur,2,1050,2,75
Hoodi,2,1850,2,46
Billekahalli,3,1112,3,84
Marathahalli,2,1535,2,67.65
Kanakpura Road,2,1050,2,46
Banashankari,2,2400,2,44
7th Phase JP Nagar,3,1250,3,97
Kalena Agrahara,3,1187,3,97.83
9th Phase JP Nagar,2,1164,2,46
Electronic City Phase II,2,1395,2,46
Arekere,3,2072,3,112
Kanakpura Road,2,1450,2,95
Bannerghatta Road,2,1550,2,48
Sampige Layout,2,1315,2,69
Hebbal,2,3067,2,84
Amruthnagar,3,1210,3,132
Bisuvanahalli,2,1075,2,76
Sathya Sai Layout,3,11338,3,125
Virgonagar,2,1215,2,85
Kaggadasapura,3,1470,3,116
Dodsworth Layout,3,30000,3,124
Hosur Road,2,1590,2,69
Kanakpura Road,2,1050,2,87
Raja Rajeshwari Nagar,3,1306,3,115
Malleshwaram,3,2000,3,133
"Kudlu Village, ",2,1445,2,79
Sarjapur  Road,2,1220,2,78
Sarjapur,2,3190,2,79
Ramagondanahalli,2,1215,2,75
Budigere,3,1920,3,110
Dodda Nekkundi,3,1390,3,133
Battarahalli,3,800,3,131
Nagarbhavi,3,600,3,130
Hoodi,3,1196,3,140
Bannerghatta Road,2,1550,2,88
Thigalarapalya,3,1418,3,128
Varthur Road,3,1655,3,120
KR Puram,2,1115,2,82
Rajiv Gandhi Nagar,2,1170,2,90
Anekal,3,1035,3,132
Singasandra,2,1306,2,75
Kengeri,2,750,2,78
Thanisandra,2,1917,2,89.9
Kaggadasapura,2,1615,2,85
Marathahalli,2,1071,2,74
Koramangala,2,1325,2,78
Malleshwaram,3,3000,3,115
5th Phase JP Nagar,2,1400,2,77
Tumkur Road,3,1246,3,125
Sarjapur,4,1215,5,180
Munnekollal,2,1200,2,76
Kurubarahalli,2,450,2,75
Kodigehaali,3,1200,3,117
Kaval Byrasandra,2,945,2,79.9
Benson Town,4,4460,4,225
Hormavu,2,1175,2,88
Whitefield,2,920,2,72.76
Hosakerehalli,1,3024,1,16
Bidadi,1,1600,1,20
Sanjay nagar,3,750,2,123
Sector 4 HSR Layout,4,2400,4,477
Bhagyalakshmi Avenue,2,955,2,98.2
Ardendale,4,1750,5,212
Uttarahalli,3,1425,2,130
Basavangudi,3,2150,3,134
Whitefield,2,1165,2,82
Kaggadasapura,2,1050,2,98
Cholanayakanahalli,3,1370,3,127
Electronic City,4,1374,5,198
Harlur,4,1754,5,215
Kothanur,2,1847,2,55
Ambedkar Nagar,4,1850,4,198
Chikka Tirupathi,4,3297,4,230
Doddakannelli,4,1187,4,230
Bommasandra Industrial Area,2,1400,2,50.63
Kengeri Hobli,2,600,2,123
Chamrajpet,2,1350,2,99.39
Doddaballapur,4,3000,4,365
Thanisandra,3,693,3,124
Dairy Circle,2,1980,2,99.39
KR Puram,2,1021,2,115
Thigalarapalya,3,1165,4,180
Horamavu Agara,2,1756,2,107
Bharathi Nagar,2,1739,2,92
Varthur,2,1280,2,49
Marathahalli,3,1215,3,135
Munnekollal,3,950,3,175
Kengeri,4,1082,5,230
7th Phase JP Nagar,3,1050,3,195
Devanahalli,3,1080,3,117
Arekere,2,1100,2,88.73
Ardendale,3,3200,3,121
Sarjapur  Road,3,1311,3,123
Raja Rajeshwari Nagar,4,1608,4,198
Begur Road,3,1160,3,120
Whitefield,3,1170,2,90
Kengeri,3,1155,3,117
Hebbal,3,1255,3,119
Rayasandra,3,1065,2,95
Neeladri Nagar,4,674,4,198
Ambedkar Nagar,3,1936,2,95
Sarakki Nagar,2,2289,2,61.45
Abbaiah Reddy Layout,2,1100,2,97.8
Ramagondanahalli,2,2257,2,108
Nagarbhavi,3,1055,2,90
Raja Rajeshwari Nagar,4,1530,5,204
Dinnur,2,1700,2,62
Raja Rajeshwari Nagar,3,1575,4,165
Frazer Town,4,3500,5,198
Rajiv Nagar,2,1263,2,100
KR Puram,3,1255 - 1863,3,117
Kengeri Satellite Town,2,1043,2,95
Hennur,2,1255,2,100
JP Nagar,3,1300 - 1405,4,199
Chandapura,3,590,3,140
Yelahanka,4,1550,4,203
Sarjapur  Road,3,1220,2,95
Rustam Bagh Layout,2,1900,2,104
Vasantha Vallabha Nagar,3,1360,3,117
Vyalikaval,3,1100,3,199
8th Phase JP Nagar,2,1455,2,97
KR Puram,2,1035,2,62
Harlur,2,1152,2,91
Bellandur,3,1299,3,195
Sarjapur  Road,2,1157,2,55
Rachenahalli,3,1050,3,195
Pai Layout,4,1050,5,188
Vittasandra,4,1246,5,198
"Sarjapur Road, ",2,1929,2,99.39
Hennur,2,1285,2,69
Margondanahalli,2,1200,2,60
"Banaswadi, ",4,3161,5,364
BTM 2nd Stage,2,1850,2,97
Sompura,4,1025,5,192
Malleshwaram,3,1124,3,117
Balagere,3,1012,3,134
Giri Nagar,3,4500,3,150
8th Phase JP Nagar,4,871,4,189
Chinnapanahalli,2,1020,2,99.26
Rachenahalli,2,1550,2,92
Anand Nagar,4,3515,4,198
Akshaya Nagar,2,1410,2,115
Chikka Tirupathi,3,3500,2,137
Whitefield,3,1118,3,155
Thanisandra,2,1098,2,98
Kanakapura,2,1130,2,96.8
Sarjapur  Road,3,1145,3,155
Kadugodi,3,950,3,175
Balaji Gardens Layout,3,1051,4,300
Thavarekere,3,600,3,380
Marathahalli,5,1102,5,200
Jalahalli,2,1478,2,125
Chandapura,3,645,4,240
Hebbal,2,823,2,102
Abbigere,3,880,2,140
KR Puram,3,600,2,165
Budigere,3,1991,3,125
TC Palaya,3,1100,3,260
Gubbalala,2,1745,3,132
HAL 2nd Stage,2,1226,2,108
Begur Road,3,680,3,150
 Devarabeesana Halli,5,1100,5,200
Banashankari Stage VI,5,1200,5,220
5th Phase JP Nagar,3,1450,3,165
Singasandra,4,3366,4,384
Sahakara Nagar,3,1150,3,170
Kanakpura Road,3,1843,3,175
Banashankari Stage VI,3,2200,3,101
Bommanahalli,6,1090,7,210
Kaggadasapura,3,1132,3,132
Hulimavu,3,1375,3,115
7th Phase JP Nagar,2,1500,1,56
Thanisandra,2,760,2,97
Kaggadasapura,3,1180,4,145
Jigani,3,918,3,113
Rachenahalli,3,600,3,105
Margondanahalli,3,1200,3,140
HSR Layout,3,1372,3,103
1st Block HRBR Layout,3,2400,4,125
Ardendale,2,1728,2,75
Malleshwaram,3,2215,3,135
BTM 2nd Stage,3,1200,4,132
6th Phase JP Nagar,3,1280,3,125
Hulimavu,3,800,3,125
Byrasandra,3,1455,4,145
 Rachenahalli,3,440,3,119
Kanakpura Road,3,1500,3,123
Whitefield,2,1800,2,72
Mysore Road,3,1525,3,115
Rachenahalli,3,1204,3,130
Old Madras Road,3,1225,4,135
Kalyan nagar,3,800,3,130
Bannerghatta Road,3,1650,4,118
Electronic City,3,880,4,122
Bikasipura,3,4200,3,104
Tippenahalli,3,1200,2,68
Sarjapur  Road,3,1152,4,129
9th Phase JP Nagar,3,1005,4,160
Whitefield,2,1562,2,66
Devanahalli,3,5000,2,80.5
Babusapalaya,1,810,1,48
Ramamurthy Nagar,1,1200,1,48
Kasavanhalli,2,1555,2,52
KR Puram,2,1550,2,52.32
Whitefield,2,1190,2,57
Chikkalasandra,2,1070,2,57.5
Sarjapur  Road,2,1200 - 2400,2,57
Jalahalli East,2,1020,2,53.5
Yelahanka,2,1610,2,60
Prestige Sunrise,2,700,2,60
Akshaya Vana,2,1300,2,60
Hebbal,2,1420,2,58
Vidyaranyapura,2,1200,2,42.12
Hebbal,2,1069,2,54.5
Marathahalli,2,1900,2,55.5
Old Airport Road,2,1655,2,50
Uttarahalli,5,1155,5,125
Sarjapur  Road,2,1300,2,49
Electronic City,3,1100,3,135
Doddathoguru,2,1030,2,53.5
Vittasandra,2,2105,2,55.5
Bhoganhalli,2,1700,2,44.55
Jakkur,2,1760,2,57.5
Kadugodi,2,6200,2,48
1st Stage Indira Nagar,2,1400,2,48
Srigandada Kaval,2,1200,2,52.32
Bannerghatta Road,2,912,2,64
Whitefield,3,1102,3,102
Channasandra Layout,3,1535,2,69
Haralur Road,2,1243,2,58
Jigani,2,918,2,62
Begur Road,2,1500,2,54.5
Mathikere Extension,2,3000,2,52.32
Kasavanhalli,2,1476,2,52.35
Mysore Road,2,1200,2,54.5
Vijayanagar,3,606,3,84.205
Viswajit Layout,2,1100,2,55.5
Garudachar Palya,2,1295,2,53.57
Neeladri Nagar,2,527,2,56.5
OMBR Layout,2,1300,2,42.73
Bommanahalli,2,680,2,62
Adityanagar,2,1260,2,78
Koramangala,2,1140,2,70
BDS Layout,3,1500,3,120
Whitefield,3,2321,2,115
Sarjapur  Road,3,1390,2,115
Sarjapur  Road,2,1725,2,115
Hebbal,3,3067,3,135
Hennur Road,3,1186,3,140
Kanakpura Road,8,1230,8,250
 Mysore Highway,2,600,2,83.09
Yeshwanthpur,2,1313,2,63.77
TC Palaya,3,900,3,159
Ambalipura,2,1250,2,84
HBR Layout,3,1200,3,120
Binny Pete,3,660,3,109
Basavangudi,3,1036,3,95
Koramangala,3,2700,3,149
Old Madras Road,3,1100,2,92
Devanahalli,2,1500 - 2400,2,89
BTM 2nd Stage,2,1500,2,42.6
Singasandra,3,525,2,87
Electronics City Phase 1,3,1015,3,139
Gottigere,3,812,3,101
Narayana Nagar 1st Block,2,1360,2,69.61
Nehru Nagar,2,2167,2,49
Raja Rajeshwari Nagar,3,1200,3,160
Gopalkrishna Nagar,3,1165,3,99.27
BTM 2nd Stage,2,1274,2,42.6
Raja Rajeshwari Nagar,2,1151,2,83.09
Vidyaranyapura,3,1060,3,174
Thubarahalli,3,1626,3,93.94
Banashankari Stage V,3,1035,3,123
Shanthi Layout,3,1272,2,94.5
Jeevan bima nagar,2,965,2,49.5
Esther Enclave Layout,3,1600,3,86.56
Kothannur,3,1070,2,97
Raja Rajeshwari Nagar,2,1570,2,82.5
Volagerekallahalli,2,117Sq. Yards,2,59.46
Keerthi Layout,3,780,3,109
Ganga Nagar Extension,2,1000,2,69.61
9th Phase JP Nagar,3,1200,3,170
Tindlu,3,7500,3,118
5th Phase JP Nagar,2,1700,2,65
Haralur Road,3,1850,3,96.5
Kereguddadahalli,3,904,2,105
Shikaripalya,2,1121,2,59.45
7th Phase JP Nagar,3,1385,3,125
Sahakara Nagar,2,1270,2,104
Kanakpura Road,2,1450,2,75.76
Huttanahalli,2,2400,2,50
Mahadevpura,2,730,2,84.18
Raja Rajeshwari Nagar,3,1580,3,133
Thanisandra,2,1111,2,89
Kengeri,3,1125,2,77.88
Varthur,4,977,4,180
Gunjur Palya,3,674,3,110
Nagarbhavi,2,600,2,87
Sarjapur,2,2540,2,74
Jakkur,2,1290,2,66
Kumaraswami Layout,2,600,2,95
Abbigere,2,795,2,88
Kanakpura Road,3,700,4,175
Ambedkar Colony,2,1463,2,66
Vijayanagar,2,1000,2,50
Reliable Woods Layout,3,1306,3,168
4th T block Jayanagar,3,2401,3,120
Bommenahalli,2,1670,2,69.6
Jayanagar,2,1875,2,73
Marsur,2,1200,2,47
Dodda Nekkundi,5,1804,6,375
1st Phase JP Nagar,2,2065,2,54.92
Hoskote,2,1225,2,45
Thanisandra,3,934 - 1437,3,128
Bellandur,2,900,2,87
Binny Pete,2,1350,2,52.23
Kaggalipura,2,700,2,56
Mysore Road,2,980 - 1030,2,84
Poorna Pragna Layout,2,1160,2,83
Hennur Road,3,1680,3,116
LB Shastri Nagar,3,1043,3,120
Hoskote,3,1200,2,86.69
Hebbal,3,1040,2,83
Tindlu,3,1357,3,97.8
Nayandanahalli,3,1600,3,100
Vibhutipura Extension,3,1225,3,88.6
Sunkadakatte,2,1500,2,69.18
Yelachenahalli,2,1130,2,53
Basavangudi,2,2500,2,59
Sultan Palaya,3,1700,3,129
Doddathoguru,3,1549,3,134
Yeshwanthpur,2,1400,2,69.18
Dodda Nekkundi,3,1080,3,105
Ulsoor,3,1180,3,138
Chandra Layout,3,780,2,78
Domlur,4,1800,4,154
Haralur Road,2,1225,2,69.61
Chandra Layout,3,890,3,103
Abbigere,2,1005,2,80.3
Whitefield,3,1320,3,140
Anandapura,2,1475,2,46.5
Kudlu Gate,2,1564 - 1850,2,69.61
Hagadur,3,1110,2,89.56
Popular Colony,2,1300,2,50.74
Vajarahalli,3,600,2,77
Electronic City,2,1128,2,67
Jakkur,2,1452.19,2,51
8th block Koramangala,2,2400,2,80
Banashankari,2,2600,2,43.4
Sarakki Nagar,2,2500,2,55
Sanjay nagar,2,630,2,56
Hosa Road,3,1243,3,110
Soundarya Layout,2,960,2,52
"Banashankari 6th Stage ,Subramanyapura",2,1690,2,80
Whitefield,2,735,2,69.18
Banaswadi,3,1365,3,131
Rajaji Nagar,2,2849,1,80
Hebbal,3,1420,2,70
Somasundara Palya,2,1570,2,27
Bisuvanahalli,2,850,2,42
7th Phase JP Nagar,3,1575,3,65
Thigalarapalya,2,1418,2,50
Uttarahalli,2,1050,2,36
Hennur Road,3,1065,4,180
Ulsoor,3,1340,3,70
Yelahanka New Town,2,1610,2,56
Electronic City Phase II,3,1160,3,95
Kudlu,2,1092,2,49
Parappana Agrahara,2,1194,2,45
Yelahanka,2,1455,2,45
Abbigere,2,734,2,67
Samethanahalli,2,799,2,80
Whitefield,2,1896,2,75
Ardendale,3,1100,3,110
Bellandur,3,1350,3,98.32
Amarjyothi Colony,2,1355,2,60.87
Electronic City,2,1128,2,50
Pattanagere,2,1350,2,78
Cunningham Road,5,3875,5,160
Kasavanhalli,2,1493,2,71.74
8th Phase JP Nagar,2,1098,2,84
Banashankari,2,1900,2,57.63
Dollars Layout,3,1460,2,114
Frazer Town,2,2350,2,82
Horamavu Banaswadi,1,1600,1,48.24
Varthur,2,1091,2,69
Yelahanka,2,1180,2,67.9
Kanakpura Road,3,1366,3,110
RMV Extension,2,1685,2,71.03
Koramangala,2,1260,2,75
Whitefield,2,3010,2,65
Ramamurthy Nagar,2,1330,2,74.23
Mallasandra,2,1200,2,68.5
Whitefield,2,1346,2,48
Chandapura,2,630,2,61.17
Sarjapur  Road,2,1446 - 1506,2,69.45
7th Phase JP Nagar,1,1850,1,42.65
Frazer Town,1,2350,1,40.55
Electronic City,3,755,2,100
Basaveshwara Nagar Yelahanka,2,800,3,76
Parappana Agrahara,3,1194,3,140
Whitefield,2,3850,2,66.46
Hebbal,3,4235,3,110
Kurubarahalli,4,800,4,220
Rachenahalli,2,2250,2,55
Vijayanagar,3,1352,3,85
Thanisandra,2,2002,2,59.135
Bileshivale,3,4000,3,79
Kaval Byrasandra,2,1060,2,58
Kanakpura Road,2,1419.59,2,61
Raja Rajeshwari Nagar,1,1196,1,39
Electronic City,2,1220,2,75
Electronics City Phase 1,2,1595,2,45
Banashankari,3,1260,3,75
Hebbal,2,1100,2,47.65
Frazer Town,3,1550,2,75
ISRO Layout,2,1180,2,39
Electronic City,2,4000,2,43.09
Akshaya Nagar,2,1662,2,41
Hennur,2,1285,2,37
Akshaya Nagar,2,1080,2,41.51
Ambedkar Nagar,2,1862,2,38.19
Raja Rajeshwari Nagar,2,1419,2,41.21
Whitefield,2,1410,2,46
Raja Rajeshwari Nagar,2,1560,2,37.49
Chikkabettahalli,2,1100,2,42
Thanisandra,1,1634,1,27
Ambedkar Nagar,2,5530,2,38
Whitefield,2,1150,2,42.28
Ashirvad Colony,2,1100,2,41.51
Yelahanka,2,1616,2,46
Nagavarapalya,3,1392,3,63
Jakkur,3,1798,3,70
Babusapalaya,2,1675,2,47
Bhuvaneswari Nagar,2,792,2,46
Varanasi,2,2000,2,58
Hongasandra,2,600,2,51.6
Hebbal,2,1700,2,54
Hulimavu,2,1248,2,38
Kalkere,2,1147,2,48
Sultan Palaya,2,1100,2,49.5
Vijayanagar,2,1527,2,51.5
Shantiniketan Layout,2,2400,2,51.5
Kanakpura Road,2,525,2,46.9
Kaggadasapura,2,1100,2,45
Seegehalli,2,1118,2,47
Kanakapura,3,1476,3,68
Gopal Reddy Layout,2,2100,2,50
Roopena Agrahara,2,1215,2,54
Ambalipura,2,1332,2,50
Hennur Road,2,1350,2,45
Kothannur,2,600,2,45
Haralur Road,2,1243,2,52
NGR Layout,2,1105,2,50
Padmanabhanagar,2,1500,2,78
Kasavanhalli,2,1200,2,55
Ramagondanahalli,2,1251,2,50
Kambipura,2,883,2,67
Pai Layout,2,1400,3,70
Rajaji Nagar,2,1800,2,52
Hegde Nagar,1,1703,2,53
NRI Layout,2,2500,2,44.4
Varthur,2,1250,2,42.3
Jigani,3,933,3,85
sankeswari,2,461.82,2,65
Brookefield,2,1262,2,53.11
Yelahanka,2,915,2,56
Panathur,3,1370,2,69
Malleshpalya,2,1210,2,49.35
Kodihalli,2,2392,2,50.8
T c palya,3,1500,3,75
Govindraja Nagar,2,1065,2,53
Rajaji Nagar,2,3100,2,38
Ramamurthy Nagar,2,1515,2,50
Sarjapura - Attibele Road,2,1800,2,68
Thanisandra,2,1445,2,68
Uttarahalli,2,1300,2,37.49
Vijayanagar,2,989,2,38.665
Jakkur,2,1300,2,60
Chandapura,2,1185,2,37.15
Battarahalli,1,1350,1,28.275
Marathahalli,2,1045,2,44
Virat Nagar,3,1205,2,69.25
Chennammanakere Achukattu,2,1260,2,50.92
Devanahalli Road,2,1320,2,60
Ulsoor,2,1500,2,75
Bommanahalli,3,1250,2,65
"Maragondana Halli, kr puram, old madras road",2,1199,2,44.8
Hennur Road,2,1385,2,47.36
Dhanalakshmi Layout,2,1222,2,39.08
Lakshminarayana Pura,2,1149,2,73
Sarjapur  Road,2,2180,2,65
TC Palaya,2,1200,2,53.7
Jp nagar 8th Phase .,2,12000,2,42
Thurahalli,2,1200,2,53.7
Hulimavu,4,1818,4,115
Volagerekallahalli,2,1070,2,55
Rajaji Nagar,2,1640,2,67
Nagarbhavi,2,1350,2,60
Chandapura,2,630,2,45.75
Hoodi,2,1430,2,69
Nagavara,3,2430,3,85
Nobo Nagar,2,1500,2,55.15
Sarjapur  Road,2,1084,2,55.15
Hennur Road,2,1186,2,92
Kengeri,2,1255,2,48.5
Haralur Road,3,3400,2,86.12
Hosa Road,1,1541,1,28.29
Iblur Village,3,3596,2,85.28
Raja Rajeshwari Nagar,2,1295,2,52
Kasavanhalli,2,1000,2,40
Sanjeevini Nagar,2,2820,2,40
7th Phase JP Nagar,2,1370,2,55.15
Electronic City,3,1100,3,98.13
Hebbal,3,4772,3,101
Rajaji Nagar,2,1370,2,50
7th Phase JP Nagar,3,1370,3,98.18
JP Nagar,2,1200,2,68.59
Gunjur,2,2000,2,61
9th Phase JP Nagar,2,3500,2,62
2nd Stage Nagarbhavi,3,1200,2,84.86
Kengeri,1,2400,1,39.99
Sarjapur  Road,2,1220,2,64.79
Kanakapura Road,2,1950,2,45
Somasundara Palya,2,1178,2,77.61
Dasanapura,2,1286,2,65
Begur Road,2,1160,2,55.15
Jigani,3,918,2,84.22
Electronic City,2,1563,2,48.75
Govindpura,2,1326,2,39.95
3rd Block Jayanagar,5,1350,5,240
Hebbal,3,3960,3,262
Begur Road,3,1240,3,203
Kaggadasapura,4,1325,5,380
Sonnenahalli,4,1100,5,350
Cunningham Road,5,3875,5,250
Gollarapalya Hosahalli,3,1605,4,153
Hennur Road,2,5600,2,100
Somasundara Palya,3,1260,3,245
Hoodi,2,1553,2,46.5
Whitefield,3,1280,4,260
Hebbal,3,1550,3,79.8
Arekere,3,1445,2,100
Murugeshpalya,4,1550,4,300
Electronics City Phase 1,4,1515,4,326
Hosa Road,3,1332,4,265
Electronic City,2,1652,2,46.25
Hegde Nagar,3,1570,3,240
Sarjapur  Road,2,5400,2,64
Sector 2 HSR Layout,1,794,1,90
Seegehalli,3,1200,3,50
7th Phase JP Nagar,3,3600,3,40
Hosakerehalli,3,1200,3,60
JP Nagar,2,1650,2,45
Chandra Layout,3,600,2,38
HRBR Layout,2,2800,2,33.6
Sarjapur  Road,2,1750,2,31.5
Hebbal,2,1053,2,35
Kanakpura Road,2,1100,2,28.095
Kadubeesanahalli,2,1665,2,33.75
Outer Ring Road East,2,4051,2,120
Malleshwaram,2,5500,2,69
Bommasandra,5,1447,5,240
Balagere,3,1012,2,105
Malleshpalya,3,1900,2,80.63
Narayanapura,3,1308,2,110
Green Glen Layout,1,3250,1,21
Hormavu,2,1351,2,49
Electronic City,2,1000,2,60
J P Nagar 7th Phase Ramayya City,2,1200,2,71.64
Gunjur,3,1140,3,130
Jakkur,3,2249.81 - 4112.19,3,103
Uttarahalli,5,1250,5,180
Kanakapura,2,1290,2,48
Ambedkar Nagar,2,1424,2,55
Garudachar Palya,3,1320,3,103
Akshaya Nagar,4,1662,4,130
Shanthala Nagar,2,8321,2,65
Begur Road,3,1200,3,103
Koramangala,2,1975,2,93
Garudachar Palya,3,1295,3,117
Battarahalli,3,1777,3,57
Kadugodi,2,1900,2,40
Anandapura,2,1576,2,50
Sompura,3,1020,2,60
Green Domain Layout,3,2100,2,56
Raja Rajeshwari Nagar,2,648,2,50
Neeladri Nagar,2,1167,2,51
Vyalikaval,3,1000,3,100
Hoodi,2,1220,2,36
Kogilu,2,2350,2,43.2
Vittasandra,2,1259,2,71.5
Gottigere,1,2000,1,50
8th Phase JP Nagar,2,1800,2,73
Cleveland Town,2,1991,2,48
Bannerghatta,2,1665,2,80
"Hoodi Circle, ",2,1234,2,69
Mysore Road,3,1340,3,135
Banashankari,2,1170,2,55
Electronics City Phase 1,2,995,2,74
Old Airport Road,2,1075,2,45
Electronic City,2,1025,2,69
Rachenahalli,2,2721,2,66
Thanisandra,2,2000,2,65
Whitefield,2,2500,2,50
Mallasandra,2,1325,2,75
Kadugodi,3,1314,2,90
Kanakpura Road,2,2265,1,39.5
7th Phase JP Nagar,2,4800,2,45
Yelahanka,4,1026,5,318
Syndicate Bank Colony,2,1200,2,38
Kada Agrahara,2,2220,2,76
KR Puram,2,1070 - 1315,2,90
Hebbal,2,1420,2,60.48
Sarjapur  Road,2,1888,2,76
JP Nagar,1,1300,1,29
Rajaji Nagar,2,1216,2,45
"Off Sarjapur road, ",2,3000,2,125
Begur,3,1559,2,82
Harlur,1,1290,1,20
M C Layout,2,2400,2,84.5
Whitefield,3,905,2,150
Nanjappa Layout,2,1069,2,44.6
Sarjapura - Attibele Road,4,829,4,675
Koramangala,3,1900,2,35.23
Dodda Banaswadi,3,3040Sq. Meter,2,37.83
Sarjapur  Road,2,1300,2,32.92
Channasandra,3,1115,2,40.43
Rajaji Nagar,6,2409,6,250
Ambedkar Nagar,2,2150,2,60
Marathahalli,2,1305,2,60
Kanakpura Road,3,1252,2,68
Hosakerehalli,4,2400,4,255
Whitefield,2,1200,2,51
Koramangala,3,1750,2,75
Electronic City Phase II,3,545,3,115
BEL Layout,2,1375,2,77.27
Subramanyapura,3,1313,2,75
Attibele,2,3640,2,90
Akshayanagara East,3,1693,3,56.12
JCR Layout,3,1160,3,89.5
Sri Kanteshwara Nagar,3,1200,3,68.4
Subramanyapura,3,1255,3,56.12
KR Puram,3,1000,3,56.12
Bellari Road,3,900,3,61.52
Yelahanka New Town,4,1700,5,300
Indira Nagar,3,1875,3,235
Uttarahalli,4,1700,5,290
Harlur,3,1749,3,130
Dasanapura,3,1500,3,135
Varanasi,4,1175,5,282
Akshaya Nagar,3,1280,3,129
Abbaiah Reddy Layout,3,1200,4,145
Ramagondanahalli,3,1610,3,150
Electronic City,3,1070,3,130
TC Palaya,3,1200,3,150
9th Phase JP Nagar,3,1127,4,138
Indira Nagar,4,1210,5,260
Jyothi Nagar,4,600,5,279
Thigalarapalya,3,4190,4,200
Tata Nagar,5,1364,5,420
Whitefield,4,2268,5,297
RK Layout 2nd Stage,5,1150,6,425
Tirumanahalli,3,1146,3,130
Magadi Road,4,1345,4,268
Mylasandra,2,1110,2,48
Kengeri,2,750,2,68
Motappa Layout,1,1156,1,27
Pattandur Agrahara,2,1247,2,93
Mangammanapalya,2,1058,2,105
Kaggalipura,3,950,3,330
Vasanthapura,3,420,3,200
BTM 1st Stage,2,600,2,102
Vijayanagar,2,1520,2,105
Marathahalli,3,1215,3,225
Raghuvanahalli,1,900,1,70
Hennur Road,2,2350,2,168
Thanisandra,4,1050,4,525
 Devarabeesana Halli,2,1672,2,100
Laggere,2,2800,2,170
MCECHS  layout,3,1500,3,324
Geddalahalli,1,1400,1,57
Whitefield,8,500Sq. Yards,8,600
8th Phase JP Nagar,3,2700,4,312
Bommasandra,2,920,2,100
Sarjapur  Road,3,1200,3,191
Brindavan Nagar,3,1250,3,220
Hosakerehalli,3,1817,3,275
Cooke Town,2,2043,2,171
HSR Layout,4,1140,4,440
Yelahanka,4,4346,4,700
Haralur Road,1,1464,1,60
Ambedkar Colony,4,1468,4,405
Electronics City Phase 1,5,1555,5,350
Munnekollal,3,1200,3,200
Whitefield,4,1150,4,365
Kadubeesanahalli,2,970,2,120
Banashankari,2,2500,2,130
Seetharampalya,6,1166,6,475
Konanakunte,5,2779,5,680
Electronic City,2,1350,2,50
Mariyannapalya,3,900,3,100
7th Phase JP Nagar,3,1300,3,95
Kanaka Nagar,3,1190,3,75
Kodichikkanahalli,3,1495,2,108
Indira Nagar,2,1224,2,42
Banashankari Stage III,2,1350,2,37
